id,input,output,real_output
nikluge-au-2022-train-015258,4장인 걸 보니 민어쩌고는 아니겠네..,0,
nikluge-au-2022-train-015259,케이팬 엊저구 하는 놈들은 공출목 소비하는 놈들과 같이 재기하도록,1,
nikluge-au-2022-train-015260,오늘 한남이랑 안 부딫치고 행복만땅하루보내길바래요,1,
nikluge-au-2022-train-015261,한남오타쿠코스러가 올린 트윗들 정독하기,1,
nikluge-au-2022-train-015262,쓸모없는 한남놈들,1,
nikluge-au-2022-train-015263,실트까지 올라가니까 넘 부끄럽네욤.,0,
nikluge-au-2022-train-015264,투디판 오타쿠 개짱나서 머리뜯고싶은데 지양판 덕후들은 암생각없다,1,
nikluge-au-2022-train-015265,오타쿠 오타쿠 오타쿠 오타쿠 오타쿠,1,
nikluge-au-2022-train-015266,이렇게 &location& 정부에 휩쓸려가는 새끼들 때문에 문제야,1,
nikluge-au-2022-train-015267,멍청이들,1,
nikluge-au-2022-train-015268,#미래한남,1,
nikluge-au-2022-train-015269,#미래를내다보는한남,1,
nikluge-au-2022-train-015270,한남 죽어,1,
nikluge-au-2022-train-015271,나 드로이 90년 살면서 여자 싫어하는 놈들 중에 인성 말짱한 놈 못봤다,1,
nikluge-au-2022-train-015272,그리고 레즈비언도 아닌데 으유~~~~~,0,
nikluge-au-2022-train-015273,한남은 집 밖으로 나오는 자체를 금지시켜야되요,1,
nikluge-au-2022-train-015274,한남새끼 진짜,1,
nikluge-au-2022-train-015275,죄송해요,0,
nikluge-au-2022-train-015276,앞으로 &name& 사진 매일밤 보면서 얼굴을 외우겠습니다,0,
nikluge-au-2022-train-015277,친구분 그냥 손절하세요....,0,
nikluge-au-2022-train-015278,맘에들어:^),0,
nikluge-au-2022-train-015279,헐퀴 그럼 나 대학을 지금 고2 애들이랑 다니네 나 생각하는 거 어리고,0,
nikluge-au-2022-train-015280,단순해서 잘 맞겠당,0,
nikluge-au-2022-train-015281,아 좆같네 이런 한남새끼도 연애한다 ~~,1,
nikluge-au-2022-train-015282,저 트로이 한다면 하는여자 줄여서 한녀....,1,
nikluge-au-2022-train-015283,개소리하네,1,
nikluge-au-2022-train-015284,다들 오해야,0,
nikluge-au-2022-train-015285,이러다 한남보다 일찍 뒤질드ㅅ,1,
nikluge-au-2022-train-015286,&affiliation&랑 &company&돌대가리오타쿠랑 같이 합해서 기사 내는 거 같음,1,
nikluge-au-2022-train-015287,한남 뒤져,1,
nikluge-au-2022-train-015288,눈이너무건조해,0,
nikluge-au-2022-train-015289,살은 한남이나 빼삼~,1,
nikluge-au-2022-train-015290,안그래도 작은꼬추 숨좀쉬게해줘라,1,
nikluge-au-2022-train-015291,임질갑질이 어쩌고하던넘 수준이 어디가갯누..,1,
nikluge-au-2022-train-015292,왜 너야임마,1,
nikluge-au-2022-train-015293,국힙똘추남들 노래안들은지오래다,1,
nikluge-au-2022-train-015294,한녀살려~,1,
nikluge-au-2022-train-015295,누가 보낸 편진가 했는데,0,
nikluge-au-2022-train-015296,나 독서실 간다,0,
nikluge-au-2022-train-015297,내 의지를 알아줘라,0,
nikluge-au-2022-train-015298,와 개빻은 트윗 왜 내 탐라에 넘어오냐,1,
nikluge-au-2022-train-015299,한남빼고 아무나 &name&님 찾아가새요,1,
nikluge-au-2022-train-015300,ㄹㅇ 도덕적으로 문제가 있음,0,
nikluge-au-2022-train-015301,인문사회 맞냐고 이거,0,
nikluge-au-2022-train-015302,이런 한남들 너무 가볍게 제압하게 됨,1,
nikluge-au-2022-train-015303,나 뭐해먹고사냐,0,
nikluge-au-2022-train-015304,&name&도 한남이었음을...,1,
nikluge-au-2022-train-015305,티부한테 한남 꼬이는게 제일 디용임,1,
nikluge-au-2022-train-015306,제발 한남들아 그만 헤,1,
nikluge-au-2022-train-015307,주거야 합니다 저새끼,1,
nikluge-au-2022-train-015308,왜 한남만 꼬이니,1,
nikluge-au-2022-train-015309,아니 선생님 한남이라뇨,1,
nikluge-au-2022-train-015310,그리고 좋아하는것: 고추(일명 `한남`) 씹기...,1,
nikluge-au-2022-train-015311,냄져들 돈안주고 영화본적은 있어도 돈주고 영화안본적은 없지?,1,
nikluge-au-2022-train-015312,무슨 스페인어같은 소리야,0,
nikluge-au-2022-train-015313,수시반영도 안되는 내신주제에,0,
nikluge-au-2022-train-015314,한남발라드,1,
nikluge-au-2022-train-015315,좋습니다,0,
nikluge-au-2022-train-015316,감사해요,0,
nikluge-au-2022-train-015317,그게 저 당사자임,0,
nikluge-au-2022-train-015318,현실로 옮길수 있을까,0,
nikluge-au-2022-train-015319,애인 사랑해,0,
nikluge-au-2022-train-015320,저아까 어떤분 닉 &name&님은 무료로 갸악 해줍니다 였나? 그런 닉 봤거든요 충격...,0,
nikluge-au-2022-train-015321,나 왜이렇게 한남 꼬이지,1,
nikluge-au-2022-train-015322,나는 회색무성애자라 그래(침착),0,
nikluge-au-2022-train-015323,으아앙 보이는대로 알려드리고는 있는데(트친한정) 두번 털렸으면 알때 됐다고 생각하는데 아닌가바요,0,
nikluge-au-2022-train-015324,저와 같은 슬픔을 가지셨다니,0,
nikluge-au-2022-train-015325,개에바아니냐,1,
nikluge-au-2022-train-015326,그래서 계속 이 닉 쓰시는거군요,0,
nikluge-au-2022-train-015327,신기해라,0,
nikluge-au-2022-train-015328,인퀴 조직위에 설마 여혐게이있음?,1,
nikluge-au-2022-train-015329,안이 누가봐도 티부인 친구한테 맨날 꼬이는건 한남이라니,1,
nikluge-au-2022-train-015330,상담심리 교수가 빻았다니....,1,
nikluge-au-2022-train-015331,그건 트젠을 사칭하면서 셋스에 돌아버린 한남임,1,
nikluge-au-2022-train-015332,으 한남 한뭉치 왔어...,1,
nikluge-au-2022-train-015333,존재 이유를 모르겠다,1,
nikluge-au-2022-train-015334,조선 극후기에 유럽으로 사절단 보내진 느낌.......,0,
nikluge-au-2022-train-015335,지금 나 이와꾸로 도용당한거야?,0,
nikluge-au-2022-train-015336,(그라데이션 분노,0,
nikluge-au-2022-train-015337,안이 자칭 래디컬들이 트젠퀴들 조롱한다고 저는 태어날때부터 제가 딸기라고 생각했습니다 딸기젠더에요 이딴소리 햇단 말임,1,
nikluge-au-2022-train-015338,난 뭐지 막 정의에 대한 어쩌고 진화에 대한 어쩌고처럼 주관적인건 재밌었단말야,0,
nikluge-au-2022-train-015339,걘 그냥 (이러려면 안들키겠지?ㅎㅎ 하고 자기 스테레오타입대로 여자인척 하고 들어온) 남자고 변태새끼잖아,1,
nikluge-au-2022-train-015340,그으으거 이혼 종류가 두가지가 있어요,0,
nikluge-au-2022-train-015341,(주절주절,0,
nikluge-au-2022-train-015342,아니어떻게 ㄴㅏ라꼬라지가 이모양이냐,1,
nikluge-au-2022-train-015343,한남존나싫은데 그렇다고 걔네 행동의 주체가 여자가 된다고 해서 좋진않음,1,
nikluge-au-2022-train-015344,한창 역사샘이랑 현대사 수업할때 어떤 학생엄마가 지딸말만듣고 샘 좌익빨갱이새끼라고 맘카펜가 거기에다 싸지름,1,
nikluge-au-2022-train-015345,무슨 님을 만난다는 거야,0,
nikluge-au-2022-train-015346,&location&놈들,1,
nikluge-au-2022-train-015347,빨리 씻어야겟다,0,
nikluge-au-2022-train-015348,나도 오능부터 공부한다,0,
nikluge-au-2022-train-015349,내가 죄인입니다,0,
nikluge-au-2022-train-015350,"&name& 밴드상 받앗으니까 용서 해조~,,,,,",0,
nikluge-au-2022-train-015351,울 다라의 번뜩이는 아이디어에 이마 한대 탁! 치고 갑니다~~,0,
nikluge-au-2022-train-015352,나 그거 연봉까지 적엇다가 포기햇잖아,0,
nikluge-au-2022-train-015353,다시 적어봐야지,0,
nikluge-au-2022-train-015354,조심해서 오세여,0,
nikluge-au-2022-train-015355,갱얼쥐 파티..,0,
nikluge-au-2022-train-015356,아 세상아 잘잇어라,0,
nikluge-au-2022-train-015357,티켓팅 생각햇는데 벌써 떨려,0,
nikluge-au-2022-train-015358,고화질 뜨는날,0,
nikluge-au-2022-train-015359,짐짜 대박,0,
nikluge-au-2022-train-015360,뭔가 흐름이 이상해졌지만 웃기니까 ㅇㅈ합니다,0,
nikluge-au-2022-train-015361,어서 사오세요,0,
nikluge-au-2022-train-015362,수몰버스,0,
nikluge-au-2022-train-015363,모금함에 십만원쯤 더 넣어야하는데...,0,
nikluge-au-2022-train-015364,(안됩니다),0,
nikluge-au-2022-train-015365,과몰입 오타쿠의 지나친 이입을 막아주는....현실 어머니의 개입......,1,
nikluge-au-2022-train-015366,그리고 종한구 죽어라,1,
nikluge-au-2022-train-015367,한남의 공짜표니까 조커를 보겠다,1,
nikluge-au-2022-train-015368,근데 나 돈이업슴,0,
nikluge-au-2022-train-015369,여캐는 슥 삭 하면 딱 그려지는데 남캐는 그릴때 온 집중을 ㄱ다해야 겨우 그림,0,
nikluge-au-2022-train-015370,나 진심 남캐 못그리겠어,0,
nikluge-au-2022-train-015371,오늘 평생그릴남캐 다그려서 이제 아무것도못함,0,
nikluge-au-2022-train-015372,안그래도 실제로 오빠가 있는 애라서,0,
nikluge-au-2022-train-015373,구애인결혼식가보기:,0,
nikluge-au-2022-train-015374,술마시고다른사람이름부르기:,0,
nikluge-au-2022-train-015375,(( &name&도 존나구림,1,
nikluge-au-2022-train-015376,오늘 아침엔 지하철타고가면서 &name& 보면서..,0,
nikluge-au-2022-train-015377,목걸이 예쁘다..,0,
nikluge-au-2022-train-015378,어떡하지,0,
nikluge-au-2022-train-015379,귀에귀걸이..,0,
nikluge-au-2022-train-015380,완존 자연인으로간다,0,
nikluge-au-2022-train-015381,폐허한남 인용하고 싶다,1,
nikluge-au-2022-train-015382,(쓰레기들 뒤져),1,
nikluge-au-2022-train-015383,빻은거 좋아하는 편인데 걍 올드해서..,1,
nikluge-au-2022-train-015384,빻아도 좀 재미있는건 나담이었던거 같음,1,
nikluge-au-2022-train-015385,내꺼 빼고 다 성공해,0,
nikluge-au-2022-train-015386,아큐이실물첨봐...,0,
nikluge-au-2022-train-015387,라방 놓쳤어,0,
nikluge-au-2022-train-015388,헐뭐야 커피프렌즈떳어요,0,
nikluge-au-2022-train-015389,더워디지겟는데 도착정보는 안뜨지,0,
nikluge-au-2022-train-015390,아 &name&아,0,
nikluge-au-2022-train-015391,진짜 웃겨죽겟다,0,
nikluge-au-2022-train-015392,꼰대들 진짜 어뜨캐...,1,
nikluge-au-2022-train-015393,서울 빨리..,0,
nikluge-au-2022-train-015394,일어나자마자 떡밥홍수 좋아서 눈물흘림,0,
nikluge-au-2022-train-015395,&company&십새들아 팬클럽 문좀 닫아놔라,1,
nikluge-au-2022-train-015396,돈에 미친넘들,1,
nikluge-au-2022-train-015397,일케 멋있기있다구여???,0,
nikluge-au-2022-train-015398,한남개새기덜 보도블럭에 쓸데없이 침뱉는꼴 보기싫어,1,
nikluge-au-2022-train-015399,왜 만오천이나나온거지,0,
nikluge-au-2022-train-015400,내가 뭘 했다구,0,
nikluge-au-2022-train-015401,벌써 마지막달이야,0,
nikluge-au-2022-train-015402,콜베나와,0,
nikluge-au-2022-train-015403,태풍때매,0,
nikluge-au-2022-train-015404,&name& 언제뜨려나,0,
nikluge-au-2022-train-015405,&name& 깜찍함,0,
nikluge-au-2022-train-015406,식당에서 일할때 넘 싫은게 계산하면서 트름하는 개저씨들 ㄷ,1,
nikluge-au-2022-train-015407,이번학기 고생하겠다,0,
nikluge-au-2022-train-015408,진짜 수고많아,0,
nikluge-au-2022-train-015409,방금 1화 순식간에 몰입해서 봣음;,0,
nikluge-au-2022-train-015410,언능 2롸 본다,0,
nikluge-au-2022-train-015411,"배는 안고픈데 입이 심심해서 편의점으로 뛰쳐나가기 직전,,, ,,",0,
nikluge-au-2022-train-015412,귀여움게이지 940412퍼센트 뿜뿜하는것같고 그럼...,0,
nikluge-au-2022-train-015413,스탠딩 잘 살아남으셨는지,0,
nikluge-au-2022-train-015414,잠자고 싶지만 자면 안되겟다,0,
nikluge-au-2022-train-015415,ㅠ 그래도 주말이니깐 금방 지나가겠쬬 ㅠㅠㅠ!!!!!!,0,
nikluge-au-2022-train-015416,에어프라이어에 라면땅 다들 해드셔야 한다... ...,0,
nikluge-au-2022-train-015417,새벽에 다 퍼머었음..,0,
nikluge-au-2022-train-015418,여러분 저 러브샷 싸인씨디 왓어욬,0,
nikluge-au-2022-train-015419,언니 멘션보구 달려갓다왓다,0,
nikluge-au-2022-train-015420,으하아아ㅏ아ㅏ,0,
nikluge-au-2022-train-015421,&name&사랑해ㅐㅐ~~~!!!!!!!,0,
nikluge-au-2022-train-015422,꿈에서 발가락에 눈알 달리는 꿈 꿨음,0,
nikluge-au-2022-train-015423,옷 살라던거 무통걸어놨다가 15퍼 쿠폰 아까워서 취소하고 다시 살라했는데 품절이야,0,
nikluge-au-2022-train-015424,무브홀 가봤는데 걍 시야 개개개개개꿀임,0,
nikluge-au-2022-train-015425,그래도 사진은 이쁘고...,0,
nikluge-au-2022-train-015426,ㅏㅜㄴㅇㅁㄻㄴ아ㅜ&name&&name& 으아아아아ㅏ아아ㅏ아아ㅏㅏㅏ아ㅏㅏㅏ,0,
nikluge-au-2022-train-015427,목사도 또라이같고 참 ...,1,
nikluge-au-2022-train-015428,센스8 넘 재밌어서 이틀만에 다봤어요,0,
nikluge-au-2022-train-015429,진짜 시간순삭!!!,0,
nikluge-au-2022-train-015430,그렇담 오렌지이즈더뉴블랙 시즌6내일나오니까 이것두 보시구...,0,
nikluge-au-2022-train-015431,기묘한이야기랑.... 블ㄹ랙미러도 봐보셔요!!!,0,
nikluge-au-2022-train-015432,&name&님 앞으로 &company& 계속 잡고 계셔야겠넴.. !!!!!,0,
nikluge-au-2022-train-015433,"고분고분 앉아서, 아무 말도 하지 않고, 원하는대로 할 수 있는 사물이거든.",0,
nikluge-au-2022-train-015434,그전까지는 여성을 사물로 세뇌시켰다면 이젠 사물을 여성의 모양으로 만드는 것.,0,
nikluge-au-2022-train-015435,엄마가 과거 &name& 추모 예배를 했던 개거지같은 교회 욕하길래 같이 욕하다가,1,
nikluge-au-2022-train-015436,그게 무슨 교회야,1,
nikluge-au-2022-train-015437,30명 너무적어요,0,
nikluge-au-2022-train-015438,그리고  음침하게 듣던 교장 등장.,1,
nikluge-au-2022-train-015439,애비 진짜 짜증나..,1,
nikluge-au-2022-train-015440,쳐 잠이나 자,1,
nikluge-au-2022-train-015441,왜 저런 생각하는지는 아는데 닥쳤으면 조켓다..,1,
nikluge-au-2022-train-015442,성매매하는 년들은,1,
nikluge-au-2022-train-015443,듣기 싫어,0,
nikluge-au-2022-train-015444,그만 둘까,0,
nikluge-au-2022-train-015445,글케 디보이를 외쳐댓는디,0,
nikluge-au-2022-train-015446,애비 피해서 서울 벗어나서 도망가게 생겻는디 나는 여기 벗어나기 싫어..,1,
nikluge-au-2022-train-015447,자꾸 헷갈려...,0,
nikluge-au-2022-train-015448,애비색기 맨스플레인에 미쳐서 &name& &name& &name& 옹호하고 자빠졋네,1,
nikluge-au-2022-train-015449,금발 으 달라스?,0,
nikluge-au-2022-train-015450,결말은 상당히 으엥... 이엇어,0,
nikluge-au-2022-train-015451,갑자기 말하고 싶은거 &name& &art& 라이브 영상 보는데 &name& 왜케 재수업냐,1,
nikluge-au-2022-train-015452,한남 같어,1,
nikluge-au-2022-train-015453,빻은 소리 할거면 답장 No,1,
nikluge-au-2022-train-015454,나 지금 진짜 너무 좋아서 쓰러지기 직전이아,0,
nikluge-au-2022-train-015455,문화비축기지 작년엔 그 외진데서 야시장을 여는 미친짓을 벌이더니 올해는 포기했나 거대한 시 세금의 낭비의 현장 그자체,1,
nikluge-au-2022-train-015456,&company&는 뭐하고 있나요?,0,
nikluge-au-2022-train-015457,입냥 혜냥 평소에 격리시켜놓는데,0,
nikluge-au-2022-train-015458,캬아아아악!!!,0,
nikluge-au-2022-train-015459,하아아악!!!!,0,
nikluge-au-2022-train-015460,쿠당다앙닽아닽ㅇ탕탕탕,0,
nikluge-au-2022-train-015461,오늘은 새로운 장난감을 사왔어요~~ 하고 슬이 박스 내려놓자마자 휘냥 젤먼저 몸통박치기로 슬 쳐버리고 장난감 껴안을듯,0,
nikluge-au-2022-train-015462,동셍이 멍청이냐고 원래저런 간지.,1,
nikluge-au-2022-train-015463,이제 개 한물갓지만,1,
nikluge-au-2022-train-015464,&name& 계정아닙니다&name& 호모 계정 아닙니다,1,
nikluge-au-2022-train-015465,후레자식나왓을듯,1,
nikluge-au-2022-train-015466,우리아빠 징징이한테캣타워 자릿세한달에 만원씩 내라고고양이 앉혀놓고 설교하는데ㄹㅇ 어쩌라고 싶노,0,
nikluge-au-2022-train-015467,뭔 고양이가 어캐 돈을내이랫더니고양이카페가서 알바해야지,0,
nikluge-au-2022-train-015468,&name& &brand&표지 대가리 힘주고 알티 안햇는데 다행이다,1,
nikluge-au-2022-train-015469,(문학한남 알러지 있으신분 보지마세요),1,
nikluge-au-2022-train-015470,근데 나 실버제품맞는지확인한다고목걸리 2개 끼고토끼삔 만드는중인데,0,
nikluge-au-2022-train-015471,(알러지감별사:,0,
nikluge-au-2022-train-015472,쇠독 심해서 서지컬이나 은아닐시 1시간이내로 두드러기와 간지러움올라와 눈물흘림),0,
nikluge-au-2022-train-015473,&name&투표 인증 당첨 못됫어 !!!!!!!,0,
nikluge-au-2022-train-015474,2016년에 나랑 &name&파던 언니들전부 고소당하고내부에서 쌈박질하고여혐 터져서다 정병걸려서살기위해 &name&에서 도망쳣다지금은,1,
nikluge-au-2022-train-015475,#틀딱상폐파지않길바랄뿐,1,
nikluge-au-2022-train-015476,대부분 짜갈퉁임,1,
nikluge-au-2022-train-015477,게임기 악세서리는...,0,
nikluge-au-2022-train-015478,(누구한테하는말,0,
nikluge-au-2022-train-015479,역시 &name&가 인생에서 제일 짜릿하다,0,
nikluge-au-2022-train-015480,잘생긴 미인 다마고치가 쑥쑥 커가는 모습을 지켜보는 느낌이,0,
nikluge-au-2022-train-015481,얘들아 혹시 연남면옥이라는데를 아니?,0,
nikluge-au-2022-train-015482,한국인으로 태어난 주제에 님이 씨네필이 될수잇을것같아?,1,
nikluge-au-2022-train-015483,&name& 이년인가 만에 흑발,0,
nikluge-au-2022-train-015484,어케 해도 찾을 수 없음,0,
nikluge-au-2022-train-015485,에버레스팅 멜로디가 머릿속에서 떠나질 않아,0,
nikluge-au-2022-train-015486,한남 다 주겨!,1,
nikluge-au-2022-train-015487,그런 생각 하지도 않았엌,0,
nikluge-au-2022-train-015488,왜 내 닉이랑 다 자름?,0,
nikluge-au-2022-train-015489,출처를 남겨,0,
nikluge-au-2022-train-015490,한남이 되어버린 푸시딘....,1,
nikluge-au-2022-train-015491,당연히 소수가 아니겠지...,0,
nikluge-au-2022-train-015492,어떻게 그 숫자를 모았는지는 모르겠지만요...,0,
nikluge-au-2022-train-015493,그리고 옆자리 냄져 자꾸 움직여,1,
nikluge-au-2022-train-015494,전 일단 냉연상온연하요,0,
nikluge-au-2022-train-015495,한남은 여러모로 못났지...,1,
nikluge-au-2022-train-015496,그걸 또 인증할정도면 저 새끼 대가리 텅텅 보이잖아,1,
nikluge-au-2022-train-015497,난 지정 그 드라마 1회?,0,
nikluge-au-2022-train-015498,못보게찌?,0,
nikluge-au-2022-train-015499,그지 거렁뱅이 놈들 짓도 모자라서 이젠 남의집 관찰하고 댕기냐,1,
nikluge-au-2022-train-015500,야구는 못해도 다치는건 못본다,0,
nikluge-au-2022-train-015501,&name&놈들은 대출신청 서류나 출입국 서류 직업란에 야구선수라고 쓸 수 있겠냐?,1,
nikluge-au-2022-train-015502,예상은 했지만 선예매 개망,1,
nikluge-au-2022-train-015503,물론 과거사를 지 꼴리는대로 청산하고 뒷돈이나 챙긴 종자들이 잘못이긴 하지만,1,
nikluge-au-2022-train-015504,&name& 꼬라지 보니까 불펜으로 가도 울화통 터지겠던데,1,
nikluge-au-2022-train-015505,바깥쪽 꽉찬볼,0,
nikluge-au-2022-train-015506,저꼬마 누구여 쩐다,0,
nikluge-au-2022-train-015507,지금 당장 &name&가 야구선수로 전업해도 꼴칰 어떤놈들보다 잘할듯,1,
nikluge-au-2022-train-015508,검블유 여주상대 남배우들 하나같이 연기 존나 못해서 내내 아쉽,1,
nikluge-au-2022-train-015509,그게  뭐였냐면 그 잘난 아들새끼가 우유 다 마시고 우유곽에 오줌을 싸놨던것.,1,
nikluge-au-2022-train-015510,느그팀 &name&한테 던지라고 하지,1,
nikluge-au-2022-train-015511,아티스트의 생명은 파이를 넓혀 주는데 있다는걸 모르는구나,0,
nikluge-au-2022-train-015512,칰놈들 변비야구안지겹나,1,
nikluge-au-2022-train-015513,&name& 감옥에서  스카우팅리포트 보고 있었던 거임?,0,
nikluge-au-2022-train-015514,&name&이 &affiliation& 가겄냐?,0,
nikluge-au-2022-train-015515,감독 한녀였네,1,
nikluge-au-2022-train-015516,이런 경기는 개밥도 막겄다,1,
nikluge-au-2022-train-015517,현역땐 미친오타쿠엿으니까 알아들을때까지들엇지,1,
nikluge-au-2022-train-015518,스테키나대결이이마하지마리마시타!!,0,
nikluge-au-2022-train-015519,미용실간다면서 그걸 그새까먹고 그냥 집왓네 ......,0,
nikluge-au-2022-train-015520,보.여.주.겠.어!!!!!!!,0,
nikluge-au-2022-train-015521,이 날강도들아,1,
nikluge-au-2022-train-015522,내안의 별겉핥기오타쿠가 벌떡,1,
nikluge-au-2022-train-015523,맥주잔크기,0,
nikluge-au-2022-train-015524,샤니스토 첫회차 응모 까먹음,0,
nikluge-au-2022-train-015525,으거유우느유유너ㅓ느투투,0,
nikluge-au-2022-train-015526,저기 한달에 얼마지,0,
nikluge-au-2022-train-015527,최소 30은 하려나,0,
nikluge-au-2022-train-015528,다음닉변은이걸루,0,
nikluge-au-2022-train-015529,사실 저희가 통 속의 에어팟이라면요?,0,
nikluge-au-2022-train-015530,독일에 식물 주문 넣은 거 판매자가 진상짓,1,
nikluge-au-2022-train-015531,소비활동 너무 조와,0,
nikluge-au-2022-train-015532,절평 넘어오고 영어공부 아예 안 해도 부담 안 돼서 너무 좋아,0,
nikluge-au-2022-train-015533,야식과 자위의 공통점 : 실행 전에는 몹시 간절하고 실행 중에는 만족스럽다가 실행 후에는 현자타임이 옴,1,
nikluge-au-2022-train-015534,남초사이트들 글 수준 ㄹㅇ 안습,1,
nikluge-au-2022-train-015535,"그런건 제껴놓고, 그냥 맛있어요!!!!!!",0,
nikluge-au-2022-train-015536,지금 어느정도냐면,0,
nikluge-au-2022-train-015537,저 브라운치즈 궁금하다는 친구들 모아서 개돼지파티 하게 장소 생각하다가,0,
nikluge-au-2022-train-015538,그거 꺼내서 흑당시럽이라도 찍어먹어볼까 생각하고있었음...........,0,
nikluge-au-2022-train-015539,그게 말도 안되는 개소리라서 그렇지.,1,
nikluge-au-2022-train-015540,그런 최소한도의 이야기도 뭣도 없는걸 뭘 믿고 쓰라는거야?,0,
nikluge-au-2022-train-015541,마지막 고기 한점까지 뜨끈했음.,0,
nikluge-au-2022-train-015542,너무 매우면 속쓰리니까 감점이야.,0,
nikluge-au-2022-train-015543,&brand&이나 &brand&나 민트초코 같은거?,0,
nikluge-au-2022-train-015544,그냥 좋아함,0,
nikluge-au-2022-train-015545,그 오묘한 체리코크의 향의 아찔함이 좋아,0,
nikluge-au-2022-train-015546,니발로 걸어,0,
nikluge-au-2022-train-015547,개빻았어,1,
nikluge-au-2022-train-015548,애플뮤직에샀다,0,
nikluge-au-2022-train-015549,급식충은 수업들으러가야하니까 할아부지는 병원가세여,1,
nikluge-au-2022-train-015550,이번꺼 대리보정은어때,0,
nikluge-au-2022-train-015551,와 포스터에사인 살레와 진짜 돈아낄려곸,0,
nikluge-au-2022-train-015552,그라비아 끝나면 열자...,0,
nikluge-au-2022-train-015553,다음주에보내줄깤,0,
nikluge-au-2022-train-015554,나투명포카뽑을껀데 언니야꺼도 넣어줄껰,0,
nikluge-au-2022-train-015555,밑에다버섯이었어,0,
nikluge-au-2022-train-015556,파이널 당첨 됬어야 했어,0,
nikluge-au-2022-train-015557,울림놈들,1,
nikluge-au-2022-train-015558,비염에..편도염에...,0,
nikluge-au-2022-train-015559,오늘 걸캅스 보기로 했는데 잠드는바람에 못봄,0,
nikluge-au-2022-train-015560,개소리가 상황 회피 수단일 때가 많지!,1,
nikluge-au-2022-train-015561,정녕 내가 만들어야만하겠느냐,0,
nikluge-au-2022-train-015562,뮤지컬도 할 수 있다 리메이크!,0,
nikluge-au-2022-train-015563,니들은 니들이 온실인줄 알지,0,
nikluge-au-2022-train-015564,황톳길 리믹스는 정말 미쳤어..,0,
nikluge-au-2022-train-015565,아침에 유쾌하게 십 년 전의 내가 했던 개소리나 질겅이며 출근했으니 수습을 하자,1,
nikluge-au-2022-train-015566,여섯시 퇴근하는 여덞명 쓰는 사무실에 이 시간에 왜 사람이 일곱이 남아있는데,0,
nikluge-au-2022-train-015567,답사 얘기하면 2박 3일 욕할 수 있다...,0,
nikluge-au-2022-train-015568,그게 나야......,0,
nikluge-au-2022-train-015569,&name& 차기작 좀 주세요,0,
nikluge-au-2022-train-015570,내일 양도있겠지,0,
nikluge-au-2022-train-015571,오늘 잡는건 절대 안돼,0,
nikluge-au-2022-train-015572,이대 맨끝줄소년 텀블러 후원한거 까먹고 예매하면 나는 정말 세상에 둘도 없는 멍청이다,1,
nikluge-au-2022-train-015573,절대 까먹지 말기,0,
nikluge-au-2022-train-015574,기네비어 대사 하나만 빼주면 내가 알아서 할게,0,
nikluge-au-2022-train-015575,이것만 빼자,0,
nikluge-au-2022-train-015576,&name& 난 산이 그리워.....,0,
nikluge-au-2022-train-015577,그럼 더더욱 아더를 용납할 수 없어지는거야.,0,
nikluge-au-2022-train-015578,왜 나와의 아들은 안되고 쟤는 돼?,0,
nikluge-au-2022-train-015579,쟤가 뭔데,0,
nikluge-au-2022-train-015580,H는 입대전 막학기 종강을 앞두고 정신나가있고 B놈은 30분까지 오라고 했는데 안오고있다...,0,
nikluge-au-2022-train-015581,오늘 일정 잘 끝내고 친구네집 놀러가는데 피곤해죽것다,0,
nikluge-au-2022-train-015582,10년 전의 느작놈아...,1,
nikluge-au-2022-train-015583,왜이렇게 남성혐오적이야?,1,
nikluge-au-2022-train-015584,일단 돌 된 애기 오빠랑 새언니대신 삼십분쯤 안고 있었는데 어깨를 잃음...,0,
nikluge-au-2022-train-015585,애기 무게만 따져서 그거 좀 못안고있냐는 개소리를 하는 사람들 정말 입이나 닫고 살았으면,1,
nikluge-au-2022-train-015586,이젠 &brand& 연동 + UI익숙함말고는 남은게 없는데 내가 &brand&을 고집할 이유가 뭐가있지...,0,
nikluge-au-2022-train-015587,근데 아이패드 연동을 너무 편하게 잘 써먹고 있지...,0,
nikluge-au-2022-train-015588,주여 총알이 날아들 때에 용감히 맞서게 하옵시고.,0,
nikluge-au-2022-train-015589,내가 이 얘기를 이 극에서 기네비어때문에 하게 되는게 너무 얼척없는 상황이 되어버렸는데...,1,
nikluge-au-2022-train-015590,진지함 때문에 서로 붙잡고 나면 이제 다른 고민이 필요하단 말이지...,0,
nikluge-au-2022-train-015591,진지함은 태도일 뿐이거든...,0,
nikluge-au-2022-train-015592,다른 방법으로 같은 길 가는 사람들이 있고 같은 방법으로 다른 길 가는 사람들이 있는데,0,
nikluge-au-2022-train-015593,설명 좀 해봐,0,
nikluge-au-2022-train-015594,ㄲㅍㄷ은 어떻길래...,0,
nikluge-au-2022-train-015595,머글한녀 언니랑 장시간의 수다 떨고 오는 길...,1,
nikluge-au-2022-train-015596,내 동년배들 다 남혐한다,1,
nikluge-au-2022-train-015597,아지금개저씨처럼웃는중,1,
nikluge-au-2022-train-015598,아무래도 텐션 높고 주접 쩔고 남혐 쩌는 친구들이랑 (물리적 거리가) 멀어져서 그런가봐,1,
nikluge-au-2022-train-015599,그건 아닐 거예요,0,
